Features,Kilowatts,Cylinder Layout,Finance Price,Mileage,Gears,Fuel Type,No of Seats,Registration Year,Colour,No of Doors,Spare Key,Fuel Consumption,Dekra,Variant,Drive,Body Type,Vehicle Service History,id,Maintenance plan,Fuel Tank Capacity,Parking bay number,Category,Price,Make,NaTIS Vehicle status,Engine Capacity,Branch,Warranty,Model,Transmission
[],66 kW,I3,R 2 030  p/m,103 000km,5,Petrol,5,2015,Silver,5,Yes,5.4 l/100km,Dekra Green,900t Stepway,F,Hatchback,Partial but Up to Date,314F03156,,45 l,Near: RIC L061, A,R 91 900 ,Renault,,898 cc,Richmond (WC),,Sandero,Manual
['Auto stop-start'],91 kW,I4,R 2 030  p/m,130 000km,6,Petrol,4,2013,Red,3,Yes,5 l/100km,Dekra Green,1.5,F,Coupe,Partial,493400158,,40 l,, A,R 91 900 ,Honda,,1497 cc,Germiston (GP),,CR-Z,Manual
[],66 kW,I3,,136 000km,5,Petrol,5,2015,White,5, No,5.5 l/100km,Dekra Green,900 T Expression 5-Door (66 KW),F,Hatchback,Partial,A59B07607,,45 l,, A,R 91 900 ,Renault,,898 cc,JHB South (GP),,Clio IV,Manual
[],80 kW,I4,,236 588km,6,Diesel,5,2007,Silver,5,Yes,5.2 l/100km,Dekra Green,A 180 CDI Classic,F,Multi Purpose Vehicle,Partial but Up to Date,D30609975,,54 l,, B,R 41 000 ,Mercedes-Benz,,1991 cc,George (WC),,A Class,Manual
[],65 kW,I4,R 2 030  p/m,88 000km,5,Petrol,5,2015,Blue,5, No,5.6 l/100km,Dekra Green,1.2 Trend 5-Door,F,Hatchback,"Complete, Up To Date",6DE111064,,35 l,RCJBS g066, A,R 91 900 ,Honda,,1198 cc,JHB South (GP),,Brio,Manual
[],74 kW,I4,,240 000km,5,Petrol,5,2008,Red,5, No,10.03 l/100km,Dekra Green,1.6i Ghia 5-Door,F,Hatchback,No record,A7F207997,,45 l,, B,R 44 000 ,Ford,,1596 cc,Dome (GP),,Fiesta,Manual
[],57 kW,I4,R 1 594  p/m,82 000km,5,Petrol,5,2014,Silver,5, No,5.7 l/100km,Dekra Green,1.4 Easy 5-Door,F,Hatchback,Partial,B56213047,,45 l,, A,R 67 900 ,Fiat,,1368 cc,Brackenfell (WC),,Punto,Manual
[],70 kW,I4,R 1 594  p/m,88 000km,5,Petrol,5,2008,Grey,5,Yes,5.9 l/100km,Dekra Green,1.4,F,Hatchback,"Complete, Up To Date",1C7412675,,45 l,, B,R 67 900 ,Hyundai,,1399 cc,Springfield (KZN),,Getz,Manual
[],155 kW,I4,R 1 776  p/m,205 000km,6,Petrol,5,2011,White,5, No,7.3 l/100km,Dekra Green,GTI 2.0 TSI,F,Hatchback,No record,D4D407152,,55 l,, B,R 77 900 ,Volkswagen,,1984 cc,Richmond (WC),,Golf 6,Manual
[],95 kW,I4,R 1 594  p/m,184 000km,5,Petrol,5,2005,Blue,5, No,11.56 l/100km,Dekra Green,118i (E87),R,Hatchback,"Complete, Up To Date",801706647,,50 l,, B,R 67 900 ,BMW,,1995 cc,Epping (WC),,1 Series,Manual
[],115 kW,I4,R 1 776  p/m,213 870km,6,Petrol,5,2009,Black,4,Yes,8 l/100km,Dekra Green,320i Auto (E90),R,Sedan,Partial,129F03104,,60 l,EPP H008, B,R 85 900,BMW,,1995 cc,Epping (WC),,3 Series,Automatic
['Auto stop-start'],125 kW,I4,,214 000km,6,Petrol,5,2012,Grey,5,Yes,5.8 l/100km,Dekra Green,118i 5-Door (F20),R,Hatchback,Partial but Up to Date,4FB900746,,52 l,EPP G019, B,R 72 000 ,BMW,,1598 cc,Epping (WC),,1 Series,Manual
[],60 kW,I3,R 1 776  p/m,86 000km,5,Petrol,5,2015,White,5,Yes,4.3 l/100km,Dekra Green,Active 1.2 Puretech 5-Door,F,Hatchback,Partial,EA5211242,,50 l,CPT d050, B,R 77 900 ,Peugeot,,1199 cc,Brackenfell (WC),,208,Manual
[],63 kW,I4,R 1 594  p/m,190 000km,5,Petrol,5,2012,White,5, No,6.2 l/100km,Dekra Green,1.4 Trendline 5-Door,F,Hatchback,"Complete, Up To Date",C8AF12421,,45 l,, B,R 67 900 ,Volkswagen,,1398 cc,George (WC),,Polo Vivo,Manual
[],55 kW,I4,R 1 776  p/m,98 000km,5,Petrol,5,2016,White,5,Yes,5.5 l/100km,Dekra Green,1.2 Authentique 5-Door (55 KW),F,Hatchback,No record,1A1A05863,,45 l,, B,R 77 900 ,Renault,,1149 cc,Richmond (WC),,Clio IV,Manual
[],77 kW,I4,,109 269km,5,Petrol,5,2006,Grey,5,Yes,7.2 l/100km,Dekra Green,1.6 SI 5-Door,F,Hatchback,No record,018907738,,55 l,, B,R 58 000 ,Ford,,1596 cc,Germiston (GP),,Focus,Manual
[],60 kW,I4,,281 823km,5,Petrol,5,2003,White,5, No,8.02 l/100km,Dekra Green,1.4,F,Hatchback,Partial,DF0112177,,45 l,, B,R 44 000 ,Volkswagen,,1390 cc,George (WC),,Polo,Manual
[],51 kW,I4,,104 000km,5,Petrol,5,2013,White,3, No,5.1 l/100km,Dekra Green,1.2 Cabriolet,F,Cabriolet,Partial,D30802513,,35 l,EPP G016, B,R 62 000 ,Fiat,,1242 cc,Epping (WC),,500,Manual
[],57 kW,I3,R 1 776  p/m,115 480km,5,Diesel,5,2016,Silver,5, No,4.4 l/100km,Dekra Green,1.2td K8,F,Sports Utility Vehicle (SUV),Partial,314806943,,35 l,DOME C067, B,R 77 900 ,Mahindra,,1198 cc,Dome (GP),,KUV 100 NXT,Manual
[],51 kW,I4,,160 000km,5,Petrol,5,2015,Silver,4,Yes,4.9 l/100km,Dekra Green,1.0 LX,F,Hatchback,"Complete, Up To Date",FDBE08799,,35 l,, B,R 66 000 ,KIA,,998 cc,Midstream (GP),,Picanto,Manual
['Auto stop-start'],130 kW,I4,R 1 576  p/m,246 000km,6,Diesel,5,2014,Brown,4,Yes,4.6 l/100km,Dekra Green,2.0 TDI SE,F,Sedan,No record,E17F13502,,65 l,, B,R 66 900 ,Audi,,1968 cc,Riverhorse (KZN),,A4,Manual
[],135 kW,I4,R 1 576  p/m,251 100km,,Petrol,5,2010,Grey,2,Yes,8.6 l/100km,Dekra Green,CLC 200k Auto,R,Coupe,No record,131C05707,,62 l,, B,R 66 900 ,Mercedes-Benz,,1796 cc,Pietermaritzburg (KZN),,CLC Coupe,Automatic
[],63 kW,I4,R 1 776  p/m,119 032km,5,Petrol,5,2017,Silver,4,Yes,6.2 l/100km,Dekra Green,1.4 Trendline,F,Sedan,"Complete, Up To Date",699C13406,,45 l,DBN c069, B,R 85 900,Volkswagen,,1398 cc,Springfield (KZN),,Polo Vivo,Manual
[],136 kW,I5,R 1 576  p/m,270 000km,6,Diesel,7,2007,Silver,5, No,8.5 l/100km,Dekra Green,D5 7 Seat Auto,FR,Sports Utility Vehicle (SUV),Partial but Up to Date,166509205,,68 l,Near: DOM D128, B,R 66 900 ,Volvo,,2401 cc,Dome (GP),,XC 90,Automatic
[],225 kW,V8,R 1 776  p/m,127 000km,5,Petrol,4,2002,Blue,2, No,,Dekra Green,CL 500,R,Coupe,No record,423205835,,88 l,, B,R 77 900 ,Mercedes-Benz,,4966 cc,JHB South (GP),,CL Class,Automatic
[],206 kW,V6,R 1 576  p/m,174 000km,6,Petrol,7,2012,Red,5,Yes,10.4 l/100km,Dekra Green,3.6 V6 R/T Auto,F,Sports Utility Vehicle (SUV),Partial,B81F07169,,76 l,DOME C081, B,R 66 900 ,Dodge,,3604 cc,Dome (GP),,Journey,Automatic
[],118 kW,I4,R 1 776  p/m,135 589km,6,Petrol,4,2010,White,2, No,7.3 l/100km,Dekra Green,1.8T FSI Cabriolet,F,Cabriolet,No record,924709644,,55 l,, B,R 85 900,Audi,,1798 cc,Riverhorse (KZN),,A3,Manual
[],120 kW,I4,R 1 576  p/m,175 000km,5,Petrol,2,2005,Silver,2, No,11.85 l/100km,Dekra Green,SLK 200 Kompressor Auto,R,Cabriolet,No record,073207111,,70 l,, B,R 82 900,Mercedes-Benz,,1795 cc,Springfield (KZN),,SLK Class,Automatic
[],64 kW,I4,,312 000km,4,Petrol,5,2006,Silver,5, No,,Dekra Green,T3 Spirit Auto 5-Door,F,Hatchback,"Complete, Up To Date",1CDA08412,,42 l,, B,R 44 000 ,Toyota,,1298 cc,Riverhorse (KZN),,Yaris,Automatic
[],141 kW,I6,,318 084km,6,Petrol,5,2004,Black,4,Yes,11.58 l/100km,Dekra Green,525i Auto (E60),R,Sedan,Partial but Up to Date,05C608888,,70 l,, B,R 44 000 ,BMW,,2494 cc,Brackenfell (WC),,5 Series,Automatic
[],55 kW,L4,R 1 176  p/m,km,0,Petrol,5,1998,White,3,Yes,,Dekra Green,Flair 1.4 3D A/C,F,Hatchback,Partial,17CE07643,,42 l,, B,R 44 900 ,Ford,,1391 cc,JHB South (GP),,Fiesta,Manual
['Auto stop-start'],91 kW,I4,R 1 576  p/m,187 090km,6,Petrol,4,2012,Grey,3, No,5 l/100km,Dekra Green,1.5,F,Coupe,"Complete, Up To Date",BC3A10409,,40 l,DOM A093, B,R 66 900 ,Honda,,1497 cc,Dome (GP),,CR-Z,Manual
[],62 kW,I4,R 1 176  p/m,212 000km,5,Petrol,5,2011,Silver,5,Yes,6.6 l/100km,Dekra Green,1.4 Ambiente,F,Hatchback,Partial,767606131,,45 l,EPP I011, B,R 44 900 ,Ford,,1388 cc,Epping (WC),,Figo,Manual
[],115 kW,I4,R 1 576  p/m,192 000km,6,Petrol,5,2010,White,4, No,8 l/100km,Dekra Green,320i Auto (E90),R,Sedan,Partial,349005315,,60 l,, B,R 70 900,BMW,,1995 cc,Richmond (WC),,3 Series,Automatic
[],77 kW,I4,R 1 176  p/m,281 000km,5,Petrol,5,2009,Grey,5,Yes,7.65 l/100km,Dekra Green,Terios,F,Sports Utility Vehicle (SUV),No record,127D07858,,50 l,, B,R 44 900 ,Daihatsu,,1495 cc,Riverhorse (KZN),,Terios,Manual
[],96 kW,I4,R 1 176  p/m,270 000km,6,Diesel,5,2006,Silver,3,Yes,5.2 l/100km,Dekra Green,1.9 TDI Sportline,F,Hatchback,No record,B58D04569,,45 l,, B,R 47 900,Volkswagen,,1896 cc,JHB South (GP),,Polo,Manual
[],141 kW,I6,R 1 776  p/m,147 795km,5,Petrol,2,2005,Grey,2,Yes,11.2 l/100km,Dekra Green,Roadster 2.5i Auto,R,Cabriolet,Partial,3F7D06524,,55 l,GER C131, B,R 77 900 ,BMW,,2495 cc,Germiston (GP),,Z4,Automatic
[],107 kW,I4,,146 000km,6,Petrol,5,2012,Blue,4,Yes,8.1 l/100km,Dekra Green,2.0 Powershift,F,Sedan,No record,269701786,,55 l,, B,R 40 000 ,Volvo,,1999 cc,Gqeberha (EC),,S40,Automatic
[],66 kW,I4,R 1 576  p/m,312 478km,5,Diesel,5,2014,Silver,5, No,4.5 l/100km,Dekra Green,1.5tdci Titanium,F,Sports Utility Vehicle (SUV),Partial but Up to Date,08AB06029,,52 l,, B,R 66 900 ,Ford,,1499 cc,Gqeberha (EC),,Ecosport,Manual
[],118 kW,I4,R 1 776  p/m,149 684km,6,Petrol,5,2008,Grey,4,Yes,7.1 l/100km,Dekra Green,1.8T Ambition (B8),F,Sedan,Partial,5FEB00382,,70 l,, B,R 85 900,Audi,,1798 cc,Riverhorse (KZN),,A4,Manual
[],55 kW,L4,,158 439km,4,Petrol,5,1999,White,5,Yes,,Dekra Green,130 Tazz,F,Hatchback,Partial,20C202512,,60 l,, B,R 40 000 ,Toyota,,1296 cc,Richmond (WC),,Conquest,Manual
['CarPlay or Android Auto'],135 kW,I4,R 1 576  p/m,318 527km,5,Petrol,5,2007,White,4,Yes,8.1 l/100km,Dekra Green,C200k Avantgarde Auto,R,Sedan,Partial but Up to Date,E1E811977,,66 l,DOM a134, B,R 74 900,Mercedes-Benz,,1796 cc,Dome (GP),,C Class Sedan,Automatic
[],90 kW,I4,R 1 776  p/m,155 000km,6,Petrol,5,2011,White,5, No,6.5 l/100km,Dekra Green,Cooper Countryman,F,Hatchback,No record,284212028,,47 l,DOM b162, B,R 77 900 ,Mini,,1598 cc,Dome (GP),,Countryman,Manual
[],60 kW,I4,,208 844km,5,Petrol,5,2007,Silver,3,Yes,9.94 l/100km,Dekra Green,1.4i Trend 3-Door,F,Hatchback,"Complete, Up To Date",A2C410803,,45 l,Near: CPT B040, B,R 40 000 ,Ford,,1388 cc,Brackenfell (WC),,Fiesta,Manual
[],115 kW,I4,R 1 776  p/m,155 900km,6,Petrol,5,2013,Silver,5,Yes,7.8 l/100km,Dekra Green,2.0 CVT LTD,F,Sports Utility Vehicle (SUV),Partial,BF0B02932,,51 l,, B,R 89 900,Jeep,,1998 cc,Dome (GP),,Compass,Automatic
['CarPlay or Android Auto'],150 kW,I6,R 1 576  p/m,331 000km,5,Petrol,8,2004,White,5,Yes,17.79 l/100km,Dekra Green,3800i Auto,FR,Sports Utility Vehicle (SUV),Partial,872402534,,90 l,, B,R 66 900 ,Mitsubishi,,3828 cc,Silver Lakes (GP),,Pajero,Automatic
[],50 kW,I3,R 1 776  p/m,86 580km,5,Petrol,5,2018,White,5,Yes,5.2 l/100km,Dekra Gold,1.2 LUX (ab),F,Hatchback,Partial,41A206832,,35 l,, A,R 77 900 ,Datsun,,1198 cc,Polokwane (L),,GO,Manual
[],80 kW,I4,R 1 157  p/m,261 000km,6,Diesel,5,2008,White,5,Yes,5.2 l/100km,Dekra Green,A 180 CDI Classic,F,Multi Purpose Vehicle,Partial,714712186,,54 l,, B,R 43 900 ,Mercedes-Benz,,1991 cc,Germiston (GP),,A Class,Manual
['CarPlay or Android Auto'],110 kW,I4,R 1 576  p/m,340 000km,5,Diesel,5,2007,White,4, No,7.09 l/100km,Dekra Green,C220 CDI Classic Auto,R,Sedan,Partial but Up to Date,18D208336,,62 l,PEL S019, B,R 78 900,Mercedes-Benz,,2148 cc,Gqeberha (EC),,C Class Sedan,Automatic
[],81 kW,I4,R 1 576  p/m,213 241km,5,Petrol,5,2008,Gold,5, No,6.7 l/100km,Dekra Green,1.6 Visia,F,Sports Utility Vehicle (SUV),Partial,97E702225,,65 l,, B,R 66 900 ,Nissan,,1598 cc,Silver Lakes (GP),,Qashqai,Manual
[],77 kW,I4,R 1 157  p/m,262 650km,5,Petrol,5,2013,Silver,4, No,7.3 l/100km,Dekra Green,1.6 L,F,Sedan,Partial,2E8E02523,,45 l,, B,R 43 900 ,Chevrolet,,1598 cc,Brackenfell (WC),,Aveo,Manual
[],51 kW,I4,R 1 776  p/m,161 086km,5,Diesel,5,2013,Silver,5, No,5.3 l/100km,Dekra Green,1.4 TDCi Ambiente,F,Hatchback,Partial but Up to Date,418D06293,,45 l,, A,R 77 900 ,Ford,,1398 cc,Silver Lakes (GP),,Figo,Manual
[],135 kW,I4,R 1 776  p/m,298 000km,5,Petrol,5,2009,Silver,4,Yes,8.1 l/100km,Dekra Gold,C200k Classic Auto,R,Sedan,Partial,5A4F08070,,66 l,, B,R 77 900 ,Mercedes-Benz,,1796 cc,Mbombela (MP),,C Class Sedan,Automatic
[],86 kW,I4,R 1 776  p/m,219 328km,5,Petrol,5,2012,Red,5, No,6 l/100km,Dekra Green,1.6 Acenta,F,Crossover (SUV),Partial,566C05349,,46 l,, B,R 81 900,Nissan,,1598 cc,Brackenfell (WC),,Juke,Manual
[],60 kW,I4,R 1 576  p/m,122 000km,5,Petrol,5,2015,White,5,Yes,5.4 l/100km,Dekra Green,1.2 L 5-Door,F,Hatchback,Partial,627501823,,35 l,, B,R 66 900 ,Chevrolet,,1206 cc,Springfield (KZN),,Spark,Manual
[],110 kW,I4,,234 000km,6,Petrol,5,2012,White,5,Yes,6 l/100km,Dekra Gold,T3 Excel,F,Station Wagon,"Complete, Up To Date",5A8305553,,68 l,, B,R 70 000 ,Volvo,,1596 cc,Riverhorse (KZN),,V60,Manual
[],141 kW,L6,R 1 576  p/m,208 564km,5,Petrol,2,1997,Red,2,Yes,,Dekra Green,Roadster 2.8i (E36/7),R,Cabriolet,No record,ED2213461,,51 l,Near: SIL W002, B,R 66 900 ,BMW,,2793 cc,Silver Lakes (GP),,Z3,Manual
[],60 kW,I4,R 1 776  p/m,79 000km,5,Petrol,5,2015,White,5, No,5.4 l/100km,Dekra Green,1.2 L 5-Door,F,Hatchback,Partial,BD4903223,,35 l,, A,R 77 900 ,Chevrolet,,1206 cc,JHB South (GP),,Spark,Manual
[],112 kW,I4,R 1 157  p/m,272 705km,5,Petrol,5,2006,Beige,4,Yes,7.54 l/100km,Dekra Green,2.4 XLI,F,Sedan,Partial but Up to Date,3B8505990,,70 l,Near: RIC L094, B,R 43 900 ,Toyota,,2362 cc,Richmond (WC),,Camry,Manual
[],97 kW,I4,,143 000km,6,Petrol,5,2016,White,3,Yes,5.4 l/100km,Dekra Green,1.2T Gt-Line Coupe 3-Door,F,Coupe,Partial,B69503622,,60 l,, B,R 71 000 ,Renault,,1198 cc,Springfield (KZN),,Megane III,Manual
[],200 kW,V6,R 1 758  p/m,250 000km,7,Petrol,5,2009,White,5, No,11.7 l/100km,Dekra Green,350 Auto,FR,Sports Utility Vehicle (SUV),No record,E73911245,,95 l,MID K034, B,R 76 900 ,Mercedes-Benz,,3498 cc,Midstream (GP),,ML,Automatic
[],135 kW,I4,R 1 758  p/m,253 500km,6,Diesel,7,2014,White,5, No,7.9 l/100km,Dekra Green,2.2d LT Auto,F,Sports Utility Vehicle (SUV),No record,F9D703867,,65 l,, B,R 80 900,Chevrolet,,2231 cc,Germiston (GP),,Captiva,Automatic
[],74 kW,I4,R 1 157  p/m,165 000km,5,Petrol,4,2008,Blue,5,Yes,6.5 l/100km,Dekra Green,1.4 Sport Hp100,F,Multi Purpose Vehicle,No record,053708011,,35 l,MID D063, B,R 52 900,Fiat,,1368 cc,Midstream (GP),,Panda,Manual
[],63 kW,I4,R 1 758  p/m,170 000km,5,Petrol,5,2011,White,5,Yes,6 l/100km,Dekra Green,Zen3 ACS 5-Door,F,Hatchback,Partial but Up to Date,5DA012760,,42 l,PEL S026, B,R 76 900 ,Toyota,,1298 cc,Gqeberha (EC),,Yaris,Manual
[],80 kW,I4,,81 857km,5,Petrol,5,2012,White,4, No,11.38 l/100km,Dekra Green,1.6 L,F,Sedan,Partial,414307175,,60 l,, B,R 59 000 ,Chevrolet,,1598 cc,Silver Lakes (GP),,Optra,Manual
[],66 kW,I4,R 1 157  p/m,191 264km,5,Petrol,5,2008,Silver,5,Yes,6.2 l/100km,Dekra Green,1.4 Essentia 5-Door,F,Hatchback,Partial,DB2813106,,45 l,Near: POL C021, B,R 43 900 ,Opel,,1364 cc,Polokwane (L),,Corsa,Manual
[],110 kW,I4,R 1 758  p/m,186 000km,6,Petrol,4,2011,Silver,5, No,6.7 l/100km,Dekra Green,T3,F,Station Wagon,No record,AFD005932,,67 l,, B,R 76 900 ,Volvo,,1600 cc,Epping (WC),,V60,Manual
[],141 kW,I4,R 1 157  p/m,192 000km,6,Petrol,4,2004,Black,2, No,10.87 l/100km,Dekra Green,C 230k Coupe,R,Coupe,Partial,A4C606969,,62 l,, B,R 43 900 ,Mercedes-Benz,,1796 cc,Springfield (KZN),,C Class Coupe,Manual
[],45 kW,I4,R 1 157  p/m,195 036km,5,Petrol,4,2005,Red,5, No,6.2 l/100km,Dekra Green,1.1 GLS,F,Hatchback,Partial,40BF07557,,35 l,, B,R 43 900 ,Hyundai,,1086 cc,Springfield (KZN),,Atos,Manual
[],55 kW,L4,R 1 157  p/m,199 648km,5,Petrol,5,2001,Blue,4,Yes,,Dekra Green,130,F,Sedan,No record,4F8F10676,,60 l,, B,R 43 900 ,Toyota,,1296 cc,Riverhorse (KZN),,Corolla,Manual
[],62 kW,I4,,135 000km,5,Petrol,5,2015,Silver,5,Yes,6.6 l/100km,Dekra Gold,1.4 Trend,F,Hatchback,Partial but Up to Date,49CE08964,,45 l,, A,R 92 000 ,Ford,,1388 cc,Germiston (GP),,Figo,Manual
[],95 kW,I4,R 2 030  p/m,182 000km,6,Petrol,5,2014,Black,4, No,6.6 l/100km,Dekra Green,1.6 EX,F,Sedan,Partial,FC2105886,,50 l,EPP H028, A,R 99 900,KIA,,1591 cc,Epping (WC),,Cerato,Manual
[],63 kW,I4,R 2 030  p/m,191 205km,5,Petrol,5,2017,Red,5,Yes,6.2 l/100km,Dekra Green,1.4 Trendline 5-Door,F,Hatchback,No record,3E2501124,,45 l,, A,R 91 900 ,Volkswagen,,1398 cc,JHB South (GP),,Polo Vivo,Manual
[],90 kW,L4,R 1 157  p/m,201 853km,5,Petrol,5,1998,White,4,Yes,,Dekra Green,C180 Classic,R,Sedan,No record,E34D05669,,62 l,, B,R 43 900 ,Mercedes-Benz,,1799 cc,Springfield (KZN),,C Class Sedan,Manual
[],63 kW,I4,R 2 030  p/m,116 138km,5,Petrol,5,2017,White,4, No,6.2 l/100km,Dekra Green,1.4 Trendline,F,Sedan,"Complete, Up To Date",7CD609398,,45 l,, B,R 91 900 ,Volkswagen,,1398 cc,Springfield (KZN),,Polo Vivo,Manual
[],65 kW,I4,R 2 030  p/m,101 000km,5,Petrol,5,2013,White,5, No,5.6 l/100km,Dekra Gold,1.2 Comfort 5-Door,F,Hatchback,Partial but Up to Date,8E5F03290,,35 l,, A,R 91 900 ,Honda,,1198 cc,Gqeberha (EC),,Brio,Manual
[],66 kW,I3,R 2 030  p/m,90 500km,5,Petrol,5,2014,Blue,5,Yes,5.2 l/100km,Dekra Green,900 T Dynamique,F,Hatchback,Partial,9B5513321,,45 l,, A,R 91 900 ,Renault,,898 cc,Richmond (WC),,Sandero,Manual
[],66 kW,I3,R 2 030  p/m,103 000km,5,Petrol,5,2015,Silver,5,Yes,5.4 l/100km,Dekra Green,900t Stepway,F,Hatchback,Partial but Up to Date,314F03156,,45 l,Near: RIC L061, A,R 91 900 ,Renault,,898 cc,Richmond (WC),,Sandero,Manual
[],83 kW,I4,R 1 157  p/m,204 846km,5,Petrol,4,2006,Silver,2,Yes,6.9 l/100km,Dekra Green,1.6 Dynamique CAB,F,Cabriolet,Partial,A4BB11673,,60 l,, B,R 43 900 ,Renault,,1598 cc,Dome (GP),,Megane II,Manual
[],50 kW,I3,,75 000km,5,Petrol,5,2016,Red,5,Yes,5.2 l/100km,Dekra Gold,1.2 LUX,F,Hatchback,Partial,00E208354,,35 l,, A,R 79 000 ,Datsun,,1198 cc,Midstream (GP),,GO,Manual
['Auto stop-start'],91 kW,I4,R 2 030  p/m,130 000km,6,Petrol,4,2013,Red,3,Yes,5 l/100km,Dekra Green,1.5,F,Coupe,Partial,493400158,,40 l,, A,R 91 900 ,Honda,,1497 cc,Germiston (GP),,CR-Z,Manual
[],115 kW,I4,,216 804km,7,Petrol,5,2011,White,4,Yes,6.5 l/100km,Dekra Green,C180 BE Classic Auto,R,Sedan,Partial,772414301,,59 l,, B,R 74 000 ,Mercedes-Benz,,1796 cc,George (WC),,C Class Sedan,Automatic
[],66 kW,I3,,136 000km,5,Petrol,5,2015,White,5, No,5.5 l/100km,Dekra Green,900 T Expression 5-Door (66 KW),F,Hatchback,Partial,A59B07607,,45 l,, A,R 91 900 ,Renault,,898 cc,JHB South (GP),,Clio IV,Manual
[],65 kW,I4,R 2 030  p/m,88 000km,5,Petrol,5,2015,Blue,5, No,5.6 l/100km,Dekra Green,1.2 Trend 5-Door,F,Hatchback,"Complete, Up To Date",6DE111064,,35 l,RCJBS g066, A,R 91 900 ,Honda,,1198 cc,JHB South (GP),,Brio,Manual
[],63 kW,I4,,222 000km,5,Petrol,5,2011,White,5,Yes,6.1 l/100km,Dekra Green,1.4 Comfortline 5-Door,F,Hatchback,Partial,E55E07032,,45 l,CPT h048, B,R 75 500 ,Volkswagen,,1398 cc,Brackenfell (WC),,Polo,Manual
[],128 kW,I4,,225 466km,6,Diesel,7,2008,Silver,5, No,9 l/100km,Dekra Green,2.5 DCI (L9/12),FR,Sports Utility Vehicle (SUV),No record,E39308307,,80 l,, B,R 79 000 ,Nissan,,2488 cc,Germiston (GP),,Pathfinder,Manual
[],64 kW,I4,R 1 812  p/m,121 000km,5,Petrol,5,2008,Black,5, No,5.5 l/100km,Dekra Gold,T3+ 5-Door,F,Hatchback,Partial but Up to Date,6F2A07568,,42 l,, A,R 79 900 ,Toyota,,1298 cc,Dome (GP),,Yaris,Manual
['CarPlay or Android Auto'],88 kW,I4,R 1 812  p/m,103 500km,5,Petrol,5,2014,White,5,Yes,5.9 l/100km,Dekra Green,1.6 VTI Design,F,Hatchback,Partial,7C2804785,,48 l,, A,R 79 900 ,Citroen,,1598 cc,Brackenfell (WC),,DS3,Manual
[],130 kW,I4,R 1 739  p/m,224 000km,8,Diesel,5,2014,Red,4, No,4.8 l/100km,Dekra Green,2.0 TDI SE Multitronic,F,Sedan,No record,1A6C13697,,70 l,, B,R 75 900 ,Audi,,1968 cc,Springfield (KZN),,A4,Automatic
[],61 kW,I3,R 1 812  p/m,91 000km,5,Petrol,5,2019,Silver,5,Yes,5.9 l/100km,Dekra Green,1.2 K2+ NXT,F,Sports Utility Vehicle (SUV),Partial but Up to Date,DB0304898,,35 l,, A,R 79 900 ,Mahindra,,1198 cc,Silver Lakes (GP),,KUV 100 NXT,Manual
['Reverse camera'],128 kW,I4,R 1 739  p/m,227 000km,6,Diesel,7,2006,Silver,5,Yes,9 l/100km,Dekra Green,2.5 DCI (L9/12),FR,Sports Utility Vehicle (SUV),Partial,741502691,,80 l,, B,R 75 900 ,Nissan,,2488 cc,Pietermaritzburg (KZN),,Pathfinder,Manual
[],88 kW,I4,R 1 794  p/m,244 900km,6,Diesel,2,2017,White,5, No,4.8 l/100km,Dekra Green,Connect 1.5tdci Ambiente LWB Panel Van,R,Panel Van,No record,049407911,,60 l,Near: POL C084, B,R 94 900,Ford,,1499 cc,Polokwane (L),,Transit Connect,Manual
[],120 kW,I4,R 1 794  p/m,267 000km,6,Diesel,5,2013,Blue,5, No,5.4 l/100km,Dekra Green,2.0 TDCi Trend Powershift 5-Door,F,Hatchback,Complete but Due,132C08768,,55 l,, B,R 78 900 ,Ford,,1997 cc,Richmond (WC),,Focus,Automatic
[],121 kW,I4,R 1 794  p/m,280 000km,5,Diesel,8,2001,Silver,5, No,14.76 l/100km,Dekra Green,3200 Di-D 5-Door Auto,FR,Station Wagon,No record,9CD213776,,90 l,, B,R 78 900 ,Mitsubishi,,3200 cc,Gqeberha (EC),,Pajero,Automatic
[],,,R 1 739  p/m,232 761km,,,,2008,White,,Yes,,Dekra Green,3.0l V6 CRD O/land,,,Partial,790A02194,,,CPT c017, B,R 75 900 ,Jeep,,,Brackenfell (WC),,Grand Cherokee,
[],103 kW,I4,R 1 739  p/m,234 909km,5,Petrol,5,2007,White,4,Yes,7 l/100km,Dekra Green,1.8 VXI Auto,F,Sedan,Partial,BBEF04745,,50 l,, B,R 75 900 ,Honda,,1799 cc,Mbombela (MP),,Civic,Automatic
[],104 kW,I4,R 1 739  p/m,236 000km,5,Petrol,5,2008,Silver,5,Yes,11.9 l/100km,Dekra Green,2.0 GLS,F,Sports Utility Vehicle (SUV),Partial,13C405995,,58 l,, B,R 75 900 ,Hyundai,,1975 cc,Brackenfell (WC),,Tucson,Manual
[],140 kW,V6,R 1 739  p/m,392 976km,6,Diesel,7,2006,Grey,5,Yes,10.2 l/100km,Dekra Green,3 TD V6 SE Auto,FR,Sports Utility Vehicle (SUV),"Complete, Up To Date",209803620,,82 l,, B,R 79 900,Land Rover,,2720 cc,Brackenfell (WC),,Discovery,Automatic
