"","Iteration","Pi","X","Y","Inside"
"100101",100101,3.13175692550524,0.878144920337945,0.748194666346535,FALSE
"100201",100201,3.13178511192503,0.824801217298955,0.793984485790133,FALSE
"100301",100301,3.13177336217984,0.041254370007664,0.352674987632781,TRUE
"100401",100401,3.13208035776536,0.491869519464672,0.806119841756299,TRUE
"100501",100501,3.13210813822748,0.416801383486018,0.555566641269252,TRUE
"100601",100601,3.13201658035208,0.166316722286865,0.942289316793904,TRUE
"100701",100701,3.13180603966197,0.897423654096201,0.655987982172519,FALSE
"100801",100801,3.13135782383111,0.462138684466481,0.766918597277254,TRUE
"100901",100901,3.13142585306389,0.54799179174006,0.534972687019035,TRUE
"101001",101001,3.13137493688181,0.302775591146201,0.522555294446647,TRUE
"101101",101101,3.13136368581913,0.724533711560071,0.0960873065050691,TRUE
"101201",101201,3.1315500834972,0.730880174553022,0.0565928495489061,TRUE
"101301",101301,3.13134125033317,0.369892785791308,0.7154169769492,TRUE
"101401",101401,3.13129061843572,0.700521443039179,0.20160840661265,TRUE
"101501",101501,3.13120067782583,0.641561015509069,0.300376170547679,TRUE
"101601",101601,3.13130776271887,0.871411200147122,0.368164920480922,TRUE
"101701",101701,3.13137530604419,0.246911478461698,0.480352867627516,TRUE
"101801",101801,3.13124625494838,0.847925515612587,0.219284985912964,TRUE
"101901",101901,3.1310389495687,0.626202557235956,0.652713676448911,TRUE
"102001",102001,3.1313026342879,0.0718724862672389,0.124454367905855,TRUE
"102101",102101,3.13140909491582,0.901476717554033,0.0783090875484049,TRUE
"102201",102201,3.13143707008738,0.543029177701101,0.413820105837658,TRUE
"102301",102301,3.13169959237935,0.319520930992439,0.75567492377013,TRUE
"102401",102401,3.13145379439654,0.202229188755155,0.519165098434314,TRUE
"102501",102501,3.13116945200535,0.97970381192863,0.686669878428802,FALSE
"102601",102601,3.13135349557996,0.25387027929537,0.434696027776226,TRUE
"102701",102701,3.13142033670558,0.383095229743049,0.769199974602088,TRUE
"102801",102801,3.13160377817336,0.612439773976803,0.132668756414205,TRUE
"102901",102901,3.13139813995977,0.775563593721017,0.603842415381223,TRUE
"103001",103001,3.13150357763517,0.165357423014939,0.233748875791207,TRUE
"103101",103101,3.13160881077778,0.00854281545616686,0.277954566059634,TRUE
"103201",103201,3.13163632135348,0.745958000188693,0.690546256722882,FALSE
"103301",103301,3.1318186658406,0.444745649117976,0.674133634893224,TRUE
"103401",103401,3.13192328894305,0.606688883155584,0.413562923902646,TRUE
"103501",103501,3.13187312199882,0.55474217212759,0.119968622690067,TRUE
"103601",103601,3.13193888089883,0.441523320507258,0.0125985047779977,TRUE
"103701",103701,3.13181165080375,0.131809585029259,0.927621840266511,TRUE
"103801",103801,3.13172320112523,0.0745224601123482,0.0695393402129412,TRUE
"103901",103901,3.13178891444741,0.110644997563213,0.544290263205767,TRUE
"104001",104001,3.13185450139903,0.00905250455252826,0.21523068472743,TRUE
"104101",104101,3.13211208345741,0.6787871113047,0.840750194853172,FALSE
"104201",104201,3.13210045968849,0.983611467527226,0.31111890822649,FALSE
"104301",104301,3.13216555929473,0.823632807936519,0.177997400518507,TRUE
"104401",104401,3.13234547561805,0.673475121147931,0.298645135946572,TRUE
"104501",104501,3.13218055329614,0.897605964681134,0.970890854019672,FALSE
"104601",104601,3.13209242741465,0.656468854984269,0.773320505861193,FALSE
"104701",104701,3.13200446987135,0.683926973259076,0.393299389164895,TRUE
"104801",104801,3.13195484775909,0.300408280454576,0.519938703626394,TRUE
"104901",104901,3.13205784501578,0.83184944302775,0.778270551469177,FALSE
"105001",105001,3.13197017171265,0.0679562038276345,0.993417532881722,TRUE
"105101",105101,3.1320729583924,0.106702403398231,0.201979286037385,TRUE
"105201",105201,3.13183334759175,0.291083584539592,0.584563254378736,TRUE
"105301",105301,3.13189808263929,0.775068387622014,0.900589416036382,FALSE
"105401",105401,3.13200064515517,0.638634864473715,0.282352894544601,TRUE
"105501",105501,3.13233049923697,0.644896530546248,0.388754626968876,TRUE
"105601",105601,3.13239457959678,0.313480484299362,0.352387320017442,TRUE
"105701",105701,3.13242069611451,0.184417262673378,0.929069743258879,TRUE
"105801",105801,3.13218211548095,0.992596086580306,0.780716027598828,FALSE
"105901",105901,3.1323972389307,0.0792585136368871,0.213991145603359,TRUE
"106001",106001,3.13249875001179,0.142445422941819,0.843381691491231,TRUE
"106101",106101,3.13263776967229,0.761704174103215,0.543114800704643,TRUE
"106201",106201,3.13270119867045,0.612959981895983,0.979781110771,FALSE
"106301",106301,3.1326139923425,0.997763834195212,0.622019223170355,FALSE
"106401",106401,3.13256454356632,0.140352752525359,0.901439198059961,TRUE
"106501",106501,3.13255274598361,0.550296605098993,0.557505898177624,TRUE
"106601",106601,3.13272858603578,0.844586421968415,0.725444834446535,FALSE
"106701",106701,3.13275414475966,0.171446919208393,0.934880539542064,TRUE
"106801",106801,3.13285456128688,0.215851255692542,0.692734733922407,TRUE
"106901",106901,3.13273028315918,0.291586056351662,0.64056037645787,TRUE
"107001",107001,3.13271838580948,0.641102036694065,0.959829640807584,FALSE
"107101",107101,3.13289325029645,0.692899979883805,0.302495084237307,TRUE
"107201",107201,3.13276928386862,0.624029997503385,0.263320746831596,TRUE
"107301",107301,3.13286921836702,0.10670356801711,0.698350128252059,TRUE
"107401",107401,3.13270826156181,0.590855789370835,0.408333005616441,TRUE
"107501",107501,3.13277085794551,0.954966858262196,0.404769686050713,FALSE
"107601",107601,3.13279616360443,0.194533712463453,0.987559171393514,FALSE
"107701",107701,3.13282142227092,0.719902636948973,0.473980193026364,TRUE
"107801",107801,3.13258689622545,0.132507559144869,0.829379486152902,TRUE
"107901",107901,3.13287179914922,0.264257315546274,0.156505984952673,TRUE
"108001",108001,3.13285988092703,0.13223584368825,0.905026511056349,TRUE
"108101",108101,3.13281098232209,0.062236268306151,0.301214464008808,TRUE
"108201",108201,3.13305791998226,0.814509040676057,0.391345801530406,TRUE
"108301",108301,3.13308279701942,0.30882856156677,0.94068538909778,TRUE
"108401",108401,3.1332183282442,0.657358402386308,0.403819835046306,TRUE
"108501",108501,3.13305868148681,0.774005495011806,0.333212284836918,TRUE
"108601",108601,3.13278883251535,0.794371205149218,0.7903855338227,FALSE
"108701",108701,3.13281386555781,0.22257189382799,0.424191193422303,TRUE
"108801",108801,3.13298591005597,0.679202854400501,0.161138291936368,TRUE
"108901",108901,3.1328637937209,0.740115824621171,0.392852013232186,TRUE
"109001",109001,3.1325951138063,0.522122765658423,0.692220306256786,TRUE
"109101",109101,3.13254690607785,0.984782983316109,0.684627571608871,FALSE
"109201",109201,3.13235226783638,0.135872824350372,0.0503466527443379,TRUE
"109301",109301,3.1327435247619,0.770935633219779,0.701149070169777,FALSE
"109401",109401,3.13269531357117,0.388876518700272,0.966149057960138,FALSE
"109501",109501,3.13282983717044,0.130358392838389,0.133926137117669,TRUE
"109601",109601,3.13256265909983,0.538321290398017,0.229275666410103,TRUE
"109701",109701,3.13236889362905,0.829617718467489,0.765664644073695,FALSE
"109801",109801,3.13221191063834,0.879354674834758,0.39255875791423,TRUE
"109901",109901,3.13230998808018,0.589075642172247,0.901421537622809,FALSE
"110001",110001,3.13237152389524,0.932762085460126,0.149035045411438,TRUE
"110101",110101,3.132069645144,0.509374111890793,0.951063696062192,FALSE
"110201",110201,3.13231277393127,0.293095024069771,0.420904625207186,TRUE
"110301",110301,3.13208402462353,0.0919545653741807,0.650384384673089,TRUE
"110401",110401,3.13218177371582,0.768322124378756,0.627546172589064,TRUE
"110501",110501,3.1323155446557,0.662360051181167,0.213827983243391,TRUE
"110601",110601,3.13259373785047,0.493212102213874,0.355711578391492,TRUE
"110701",110701,3.13272689496933,0.352155610220507,0.985762914642692,FALSE
"110801",110801,3.13296811400619,0.527875359868631,0.105067944619805,TRUE
"110901",110901,3.13284821597641,0.628860162338242,0.704018081538379,TRUE
"111001",111001,3.13283664111134,0.864624517969787,0.562146913027391,FALSE
"111101",111101,3.13260906742514,0.0532984656747431,0.0322732632048428,TRUE
"111201",111201,3.13248981573907,0.491673305397853,0.422533931909129,TRUE
"111301",111301,3.13247859408271,0.364366026129574,0.480105328373611,TRUE
"111401",111401,3.13232376729114,0.557066386099905,0.565487706800923,TRUE
"111501",111501,3.13238446291962,0.313387474277988,0.956250486662611,FALSE
"111601",111601,3.13251673372102,0.066585844848305,0.0106180116999894,TRUE
"111701",111701,3.13229066883913,0.674677585251629,0.853393600555137,FALSE
"111801",111801,3.13213656407367,0.978849651291966,0.852493204642087,FALSE
"111901",111901,3.13219721003387,0.702566387364641,0.188867909368128,TRUE
"112001",112001,3.13215060579816,0.843428728170693,0.753174956189469,FALSE
"112101",112101,3.13217544892552,0.506089463829994,0.784912096802145,TRUE
"112201",112201,3.13216459746348,0.19394942256622,0.893919350579381,TRUE
"112301",112301,3.13222500244878,0.139836034504697,0.000925583299249411,TRUE
"112401",112401,3.13235647369685,0.329860992031172,0.0748436683788896,TRUE
"112501",112501,3.13234549026231,0.935313913738355,0.0327236235607415,TRUE
"112601",112601,3.13240557366276,0.301093491958454,0.616162962513044,TRUE
"112701",112701,3.13239456615292,0.647415937390178,0.911465250188485,FALSE
"112801",112801,3.13245449951685,0.421391369076446,0.927152111660689,FALSE
"112901",112901,3.13258518525079,0.348283433355391,0.0611105496063828,TRUE
"113001",113001,3.13253865010044,0.342048078775406,0.669677507830784,TRUE
"113101",113101,3.13252756385885,0.376671012956649,0.665942010702565,TRUE
"113201",113201,3.13230448494271,0.789649311685935,0.866097782738507,FALSE
"113301",113301,3.13239953751511,0.768054704880342,0.930611674441025,FALSE
"113401",113401,3.13242387633266,0.928166888654232,0.0246692264918238,TRUE
"113501",113501,3.13258914018379,0.321330125909299,0.178494586143643,TRUE
"113601",113601,3.13250763637644,0.463018248090521,0.763173012295738,TRUE
"113701",113701,3.1326725358616,0.90112626622431,0.568640553159639,FALSE
"113801",113801,3.13245050570733,0.541036685463041,0.0316432791296393,TRUE
"113901",113901,3.1324395747184,0.559994127368554,0.441524888155982,TRUE
"114001",114001,3.13239357549495,0.260248825419694,0.288859880529344,TRUE
"114101",114101,3.13248788354177,0.269513780251145,0.458992169005796,TRUE
"114201",114201,3.1324769485381,0.275111239403486,0.863379043061286,TRUE
"114301",114301,3.13246603266813,0.4895594289992,0.113376517780125,TRUE
"114401",114401,3.13242017115235,0.752405263250694,0.101975371362641,TRUE
"114501",114501,3.13254906070689,0.0137948128394783,0.1146108165849,TRUE
"114601",114601,3.13243339935952,0.694706810871139,0.82891226070933,FALSE
"114701",114701,3.13266667247888,0.13346578576602,0.339114817092195,TRUE
"114801",114801,3.13258595308403,0.00135817378759384,0.805324299959466,TRUE
"114901",114901,3.13264462450283,0.709554955596104,0.00218421313911676,TRUE
"115001",115001,3.13273797619151,0.874902541516349,0.77625497081317,FALSE
"115101",115101,3.13272690941,0.505365271819755,0.75647325720638,TRUE
"115201",115201,3.13278530568311,0.713012813124806,0.572698287200183,TRUE
"115301",115301,3.13273952524263,0.0436519966460764,0.891146071488038,TRUE
"115401",115401,3.13279780937774,0.563561256276444,0.65275373775512,TRUE
"115501",115501,3.13271746564965,0.994959656847641,0.877409474458545,FALSE
"115601",115601,3.13267186270015,0.133939009858295,0.937100805807859,TRUE
"115701",115701,3.13290291354439,0.0193716858047992,0.219065981917083,TRUE
"115801",115801,3.13247726703569,0.292036642320454,0.427313582738861,TRUE
"115901",115901,3.13225942830519,0.807608784176409,0.459203107049689,TRUE
"116001",116001,3.13217989500091,0.334268730599433,0.773951483890414,TRUE
"116101",116101,3.13216940422563,0.9414842936676,0.145044083939865,TRUE
"116201",116201,3.13253758573506,0.703578772256151,0.568937978008762,TRUE
"116301",116301,3.13238923139096,0.312557666329667,0.609630620107055,TRUE
"116401",116401,3.13248167971066,0.058705342002213,0.449060772079974,TRUE
"116501",116501,3.13257396932215,0.462434727698565,0.0206109127029777,TRUE
"116601",116601,3.1327004056569,0.476278186310083,0.829461199929938,TRUE
"116701",116701,3.13282662530741,0.69056832534261,0.20471413130872,TRUE
"116801",116801,3.13261016600885,0.337553967954591,0.406175078358501,TRUE
"116901",116901,3.13290733184489,0.337012688163668,0.315191020723432,TRUE
"117001",117001,3.13296467551559,0.450369323138148,0.359694541897625,TRUE
"117101",117101,3.13305607979437,0.782046304550022,0.00728677492588758,TRUE
"117201",117201,3.13301081048797,0.506255401764065,0.765888989903033,TRUE
"117301",117301,3.13296561836642,0.120446097804233,0.535307120764628,TRUE
"117401",117401,3.13312493079275,0.303307845722884,0.839317691279575,TRUE
"117501",117501,3.13307971847048,0.559644109103829,0.79466399573721,TRUE
"117601",117601,3.13310260967169,0.938430941430852,0.676012683426961,FALSE
"117701",117701,3.13322741523012,0.901354914531112,0.346521615516394,TRUE
"117801",117801,3.13328409775808,0.945366062689573,0.102573280222714,TRUE
"117901",117901,3.13354424474771,0.416871091583744,0.43340588407591,TRUE
"118001",118001,3.13339717460022,0.0777446427382529,0.844488450558856,TRUE
"118101",118101,3.13345356940246,0.37336754752323,0.793909713160247,TRUE
"118201",118201,3.13350986878284,0.7013101472985,0.135676622856408,TRUE
"118301",118301,3.13339701270488,0.552850596373901,0.998187190853059,FALSE
"118401",118401,3.13335191425748,0.29810936562717,0.242832532618195,TRUE
"118501",118501,3.13340815689319,0.444198852870613,0.433536062249914,TRUE
"118601",118601,3.13356548427079,0.634564091917127,0.552751428214833,TRUE
"118701",118701,3.13341926352769,0.875865667592734,0.21818543295376,TRUE
"118801",118801,3.13323961919512,0.217383805662394,0.79732861625962,TRUE
"118901",118901,3.13285842844047,0.990351958898827,0.687437931308523,FALSE
"119001",119001,3.13291484945505,0.736180316656828,0.935634728055447,FALSE
"119101",119101,3.13280325102224,0.629207379417494,0.241753404960036,TRUE
"119201",119201,3.13275895336449,0.913929310394451,0.509269319241866,FALSE
"119301",119301,3.13264767269344,0.962453066138551,0.544627171941102,FALSE
"119401",119401,3.13257007897756,0.226875788532197,0.931965237483382,TRUE
"119501",119501,3.13249261512456,0.448002162622288,0.739978426601738,TRUE
"119601",119601,3.13248216988152,0.273471246240661,0.0110293249599636,TRUE
"119701",119701,3.13257199187977,0.510787381790578,0.528157919412479,TRUE
"119801",119801,3.13246133170842,0.231154502369463,0.730343759991229,TRUE
"119901",119901,3.13248429954713,0.406504393788055,0.498860131716356,TRUE
"120001",120001,3.13267389438421,0.462217925814912,0.969771158415824,FALSE
"120101",120101,3.13289647879701,0.0816286667250097,0.534971732413396,TRUE
"120201",120201,3.13288574970258,0.940700901905075,0.73526352387853,FALSE
"120301",120301,3.13317428782803,0.723194233607501,0.071948790922761,TRUE
"120401",120401,3.13279790034966,0.295247889589518,0.832501582568511,TRUE
"120501",120501,3.13282047451888,0.537975253770128,0.952629374340177,FALSE
"120601",120601,3.13304201457699,0.316034617135301,0.229554190067574,TRUE
"120701",120701,3.13316376832006,0.999166753143072,0.0141203764360398,TRUE
"120801",120801,3.13311975894239,0.702030013781041,0.984587688697502,FALSE
"120901",120901,3.13307582236706,0.58706811349839,0.0986537849530578,TRUE
"121001",121001,3.13303195841357,0.949257131200284,0.140544141409919,TRUE
"121101",121101,3.1329551366215,0.385461806785315,0.32960376306437,TRUE
"121201",121201,3.13317546884927,0.0612392199691385,0.0097179242875427,TRUE
"121301",121301,3.13326353451332,0.493549526203424,0.863809733651578,TRUE
"121401",121401,3.13318671180633,0.857660095440224,0.115173932164907,TRUE
"121501",121501,3.13324170171439,0.309368865797296,0.975598159013316,FALSE
"121601",121601,3.13296765651598,0.438245327444747,0.246074106544256,TRUE
"121701",121701,3.13295700117501,0.506018941523507,0.626774082425982,TRUE
"121801",121801,3.13297920378322,0.541175853693858,0.373557260027155,TRUE
"121901",121901,3.13323106455238,0.525233127409592,0.600114726228639,TRUE
"122001",122001,3.1332202195064,0.00721894507296383,0.932037486229092,TRUE
"122101",122101,3.13340595081121,0.400763784302399,0.299758831039071,TRUE
"122201",122201,3.13346044631386,0.526858609868214,0.886322015663609,FALSE
"122301",122301,3.13354755889159,0.766575864749029,0.0117350390646607,TRUE
"122401",122401,3.13356917018652,0.500998561969027,0.925194843672216,FALSE
"122501",122501,3.13355809340332,0.00455801747739315,0.106544472509995,TRUE
"122601",122601,3.13361228701234,0.9533297191374,0.191214211285114,TRUE
"122701",122701,3.13356859357299,0.646196513436735,0.712843470275402,TRUE
"122801",122801,3.13345982524572,0.145722153363749,0.630072915693745,TRUE
"122901",122901,3.13328614087762,0.746844975743443,0.0382616624701768,TRUE
"123001",123001,3.1335680197722,0.16532874898985,0.129034615820274,TRUE
"123101",123101,3.13349201062542,0.954576696502045,0.622468017740175,FALSE
"123201",123201,3.13351352667592,0.0160512467846274,0.0750164701603353,TRUE
"123301",123301,3.13353500782638,0.00615631020627916,0.14814745192416,TRUE
"123401",123401,3.13332955162438,0.670291434740648,0.712978054070845,TRUE
"123501",123501,3.13305965133886,0.507427625823766,0.485886815004051,TRUE
"123601",123601,3.13304908536339,0.649207511683926,0.871645452920347,FALSE
"123701",123701,3.13316788061535,0.0362902677152306,0.749065833166242,TRUE
"123801",123801,3.1331572442872,0.243948818184435,0.450381828472018,TRUE
"123901",123901,3.13317890896764,0.917523545445874,0.694604892749339,FALSE
"124001",124001,3.13303924968347,0.837108105886728,0.936830900609493,FALSE
"124101",124101,3.13328659720711,0.0577256588730961,0.777673423057422,TRUE
"124201",124201,3.13324369369007,0.595413131639361,0.459878435125574,TRUE
"124301",124301,3.13303995945326,0.981540678767487,0.661981691373512,FALSE
"124401",124401,3.13293301500792,0.472324331523851,0.463399756234139,TRUE
"124501",124501,3.13301901189549,0.311346162343398,0.881944661261514,TRUE
"124601",124601,3.1329122559209,0.607641834998503,0.353805797640234,TRUE
"124701",124701,3.13296605480309,0.184782746713609,0.557601690292358,TRUE
"124801",124801,3.13311592054551,0.604212650330737,0.613358370028436,TRUE
"124901",124901,3.13307339412815,0.544875959865749,0.220315113663673,TRUE
"125001",125001,3.13290293677651,0.440842940239236,0.18419491010718,TRUE
"125101",125101,3.13279670026618,0.81896865949966,0.629475592402741,FALSE
"125201",125201,3.13275453071461,0.620732953539118,0.798970590112731,FALSE
"125301",125301,3.13268050534313,0.559712894959375,0.23021693713963,TRUE
"125401",125401,3.13251090501671,0.621035601943731,0.462511852150783,TRUE
"125501",125501,3.13259655301551,0.405237692175433,0.150691580958664,TRUE
"125601",125601,3.13280945215404,0.075235673924908,0.337676958180964,TRUE
"125701",125701,3.13283108328494,0.168678015470505,0.0580240981653333,TRUE
"125801",125801,3.13301166127455,0.96713726921007,0.408458526944742,FALSE
"125901",125901,3.13300132643903,0.28189662960358,0.650000639492646,TRUE
"126001",126001,3.13308624534726,0.329722987255082,0.199912481708452,TRUE
"126101",126101,3.13313930896662,0.767063023522496,0.543424395145848,TRUE
"126201",126201,3.13316059302224,0.492625669110566,0.281068953918293,TRUE
"126301",126301,3.1328968100015,0.90892175748013,0.194205864565447,TRUE
"126401",126401,3.13294989754828,0.231063750805333,0.876592871500179,TRUE
"126501",126501,3.13316100267982,0.320481271483004,0.18019939144142,TRUE
"126601",126601,3.13330858366048,0.280880110803992,0.385514229303226,TRUE
"126701",126701,3.13336122051128,0.440412995871156,0.60400887648575,TRUE
"126801",126801,3.13331913786169,0.651509686373174,0.488331561908126,TRUE
"126901",126901,3.13356080724344,0.29889504914172,0.0992273720912635,TRUE
"127001",127001,3.13358162534153,0.575806481065229,0.655478913104162,TRUE
"127101",127101,3.13379123689035,0.0923293703235686,0.967911991057917,TRUE
"127201",127201,3.13359171704625,0.00830323784612119,0.246850774390623,TRUE
"127301",127301,3.13383241294255,0.0903235631994903,0.304904626216739,TRUE
"127401",127401,3.13379015863298,0.661304414039478,0.951627803267911,FALSE
"127501",127501,3.13381071521008,0.0378257050178945,0.308713952545077,TRUE
"127601",127601,3.13389393500051,0.988623413722962,0.669139696517959,FALSE
"127701",127701,3.13360114642798,0.184119507903233,0.486577801872045,TRUE
"127801",127801,3.13346530934813,0.294158963952214,0.156261956319213,TRUE
"127901",127901,3.13342350724388,0.648788551799953,0.862687177490443,FALSE
"128001",128001,3.13369426801353,0.232327834237367,0.0233153512235731,TRUE
"128101",128101,3.1335274509957,0.806914176791906,0.288485460914671,TRUE
"128201",128201,3.13342329623014,0.843866431619972,0.73692151112482,FALSE
"128301",128301,3.13363107068534,0.822551959659904,0.961471333401278,FALSE
"128401",128401,3.13368275948007,0.95351979881525,0.616900377906859,FALSE
"128501",128501,3.13379662415078,0.0873654659371823,0.376678309170529,TRUE
"128601",128601,3.1335059602958,0.910556426271796,0.597129121655598,FALSE
"128701",128701,3.13340222686692,0.709806981496513,0.0635127623099834,TRUE
"128801",128801,3.13345393281108,0.0303127176593989,0.824512239778414,TRUE
"128901",128901,3.13356762166314,0.349940064130351,0.924309945432469,TRUE
"129001",129001,3.1336501267432,0.0389152937568724,0.141783483326435,TRUE
"129101",129101,3.13376348750203,0.879918357590213,0.334104428766295,TRUE
"129201",129201,3.13372187521768,0.608491725521162,0.867784840520471,FALSE
"129301",129301,3.13380406957409,0.689783667679876,0.931014318484813,FALSE
"129401",129401,3.1338552252301,0.0521005962509662,0.734815425705165,TRUE
"129501",129501,3.13384452629709,0.919453614391387,0.860953464871272,FALSE
"129601",129601,3.13371038803713,0.934731643879786,0.861349842743948,FALSE
"129701",129701,3.13345309596688,0.68701155600138,0.64879415044561,TRUE
"129801",129801,3.13362762998744,0.934155471855775,0.00866794772446156,TRUE
"129901",129901,3.13321683435847,0.406329558929428,0.52954721567221,TRUE
"130001",130001,3.13305282267059,0.688990902621299,0.545251904753968,TRUE
"130101",130101,3.13313502586452,0.643909222679213,0.00283493986353278,TRUE
"130201",130201,3.13312493759649,0.91853636642918,0.186178531963378,TRUE
"130301",130301,3.13302277035479,0.174082907615229,0.598186054034159,TRUE
"130401",130401,3.1330127836443,0.997470506699756,0.481735454872251,FALSE
"130501",130501,3.1328802078145,0.463630718644708,0.321749930502847,TRUE
"130601",130601,3.13287034555631,0.538075988646597,0.594467914663255,TRUE
"130701",130701,3.13270747737202,0.970148702617735,0.834085340611637,FALSE
"130801",130801,3.13251427741378,0.200893202563748,0.386376806767657,TRUE
"130901",130901,3.13262694708215,0.906501626828685,0.288847202900797,TRUE
"131001",131001,3.13280051297318,0.893501518992707,0.755412541795522,FALSE
"131101",131101,3.13297381408227,0.00157046737149358,0.198158438317478,TRUE
"131201",131201,3.13305538829735,0.318967403611168,0.294158328790218,TRUE
"131301",131301,3.13310637390424,0.819674127269536,0.648340936750174,FALSE
"131401",131401,3.13324860541396,0.630305749829859,0.125000027939677,TRUE
"131501",131501,3.1331776944662,0.0339163248427212,0.471885094419122,TRUE
"131601",131601,3.1332892607199,0.177931316429749,0.700728857889771,TRUE
"131701",131701,3.13315768293331,0.673221089644358,0.85272143012844,FALSE
"131801",131801,3.1330566535914,0.379524261457846,0.414019572315738,TRUE
"131901",131901,3.13322870941085,0.0518622181843966,0.513625940540805,TRUE
"132001",132001,3.13364292694752,0.17829902539961,0.951356381876394,TRUE
"132101",132101,3.13363259929902,0.716366656823084,0.891765179578215,FALSE
"132201",132201,3.13365254423189,0.913710464257747,0.883277003420517,FALSE
"132301",132301,3.13376316127618,0.168451655190438,0.2866639085114,TRUE
"132401",132401,3.13375276621778,0.0326812737621367,0.640491247177124,TRUE
"132501",132501,3.1337121983985,0.761343796271831,0.234202654100955,TRUE
"132601",132601,3.13364152608201,0.797847684239969,0.883712705923244,FALSE
"132701",132701,3.13363124618503,0.780607438879088,0.630853443406522,FALSE
"132801",132801,3.1335908615146,0.994228126714006,0.390962090808898,FALSE
"132901",132901,3.13336995206959,0.761339628137648,0.343572981888428,TRUE
"133001",133001,3.13329974962594,0.25418763840571,0.301909384317696,TRUE
"133101",133101,3.13344001923351,0.116544231539592,0.0969886155799031,TRUE
"133201",133201,3.13352001861848,0.268982141511515,0.88217691378668,TRUE
"133301",133301,3.13332983248438,0.566193578997627,0.689788856776431,TRUE
"133401",133401,3.13328985539839,0.374914634507149,0.5119152541738,TRUE
"133501",133501,3.13321997588033,0.966264385962859,0.470040580024943,FALSE
"133601",133601,3.13318014086721,0.438244894612581,0.348128713434562,TRUE
"133701",133701,3.13331987045721,0.310070079052821,0.0763259010855108,TRUE
"133801",133801,3.13330991547148,0.823986134491861,0.649672042811289,FALSE
"133901",133901,3.13347921225383,0.638593813870102,0.590719318250194,TRUE
"134001",134001,3.13343930269177,0.732396125327796,0.750704038422555,FALSE
"134101",134101,3.13316082654119,0.665903983870521,0.935406039003283,FALSE
"134201",134201,3.13300198955298,0.148806514916942,0.168934606015682,TRUE
"134301",134301,3.13290295679109,0.0748382764868438,0.295719263376668,TRUE
"134401",134401,3.13280407139828,0.304155247984454,0.521464002784342,TRUE
"134501",134501,3.13285403082505,0.323083685012534,0.323032012209296,TRUE
"134601",134601,3.13293363347969,0.797574375290424,0.715661799767986,FALSE
"134701",134701,3.13310220414102,0.0992908829357475,0.128229967318475,TRUE
"134801",134801,3.13312215784749,0.513199696550146,0.0256599951535463,TRUE
"134901",134901,3.13314208197122,0.237356673693284,0.110813130857423,TRUE
"135001",135001,3.13301382952719,0.408528769854456,0.765089981723577,TRUE
"135101",135101,3.13303380433898,0.72452704119496,0.547403958858922,TRUE
"135201",135201,3.13296499286248,0.0364022713620216,0.84929668251425,TRUE
"135301",135301,3.13310322909661,0.930207677651197,0.392445545410737,FALSE
"135401",135401,3.13288675859115,0.559818768175319,0.097299775807187,TRUE
"135501",135501,3.13287724813839,0.413538087392226,0.556012734537944,TRUE
"135601",135601,3.13272026017507,0.0975723944138736,0.715531212510541,TRUE
"135701",135701,3.13271088643415,0.583858668804169,0.666866458021104,TRUE
"135801",135801,3.13281934595474,0.958017866127193,0.474812160246074,FALSE
"135901",135901,3.13286877947918,0.144170156214386,0.0208098466973752,TRUE
"136001",136001,3.1328593172109,0.646469583269209,0.31787644722499,TRUE
"136101",136101,3.13296742860082,0.0306088218931109,0.427568840561435,TRUE
"136201",136201,3.13289917107804,0.729060932761058,0.524703831179067,TRUE
"136301",136301,3.1328310137123,0.79959671664983,0.250758890062571,TRUE
"136401",136401,3.13285093217792,0.658954648766667,0.162579856580123,TRUE
"136501",136501,3.13284151764456,0.479323347331956,0.058907832019031,TRUE
"136601",136601,3.13289068162019,0.0774599288124591,0.715106613002717,TRUE
"136701",136701,3.13288125178309,0.114770804764703,0.329453375190496,TRUE
"136801",136801,3.13298879394156,0.0289665458258241,0.242894483264536,TRUE
"136901",136901,3.13309617899066,0.813382325926796,0.484309682622552,TRUE
"137001",137001,3.13311581667287,0.448646418750286,0.243995272088796,TRUE
"137101",137101,3.13325212799323,0.405205779708922,0.387113049859181,TRUE
"137201",137201,3.13295092601366,0.81875068298541,0.881073778960854,FALSE
"137301",137301,3.13297062657956,0.678801851347089,0.267958355834708,TRUE
"137401",137401,3.13299029846944,0.212823949754238,0.960535648511723,TRUE
"137501",137501,3.13283539756074,0.20803954359144,0.94830931792967,TRUE
"137601",137601,3.1327970000218,0.363164965296164,0.463467127410695,TRUE
"137701",137701,3.13272960980676,0.738441333640367,0.690144828986377,FALSE
"137801",137801,3.13277842686192,0.498886870918795,0.809502424672246,TRUE
"137901",137901,3.13285617943307,0.454676541499794,0.704521483974531,TRUE
"138001",138001,3.1327599075369,0.645037223352119,0.128697474021465,TRUE
"138101",138101,3.13260584644572,0.72513892618008,0.182334708282724,TRUE
"138201",138201,3.13245200830674,0.660902072209865,0.0481767936144024,TRUE
"138301",138301,3.13235623748201,0.844576841685921,0.767790622776374,FALSE
"138401",138401,3.13246291573038,0.0141366850584745,0.433353779837489,TRUE
"138501",138501,3.13251167861604,0.16592281893827,0.0955783557146788,TRUE
"138601",138601,3.1323294925722,0.217341295676306,0.966761717572808,TRUE
